177, 38.028334 48.328161 39. 24. 14.028334 9.328161 5.182312 7.793519;
178, 38.441316 47.807009 39. 24. 14.441316 8.807009 4.892783 8.022953;
179, 38.860318 47.682754 39. 25. 13.860318 8.682754 4.823752 7.700176;
180, 39.192003 47.620404 40. 25. 14.192003 7.620404 4.233558 7.884446;
181, 39.549065 47.483876 40. 25. 14.549065 7.483876 4.157709 8.082814;
182, 40.285245 47.29061 40. 25. 15.285245 7.29061 4.050339 8.491803;
183, 40.62365 47.092066 40. 26. 14.62365 7.092066 3.940037 8.12425;
184, 41.234065 47.033704 40. 26. 15.234065 7.033704 3.907613 8.463369;
185, 41.684303 47.038369 40. 26. 15.684303 7.038369 3.910205 8.713502;
186, 41.531771 47.038369 41. 27. 14.531771 6.038369 3.35465 8.073206;
187, 41.079768 46.906962 41. 27. 14.079768 5.906962 3.281646 7.822094;
188, 40.768989 46.906962 41. 27. 13.768989 5.906962 3.281646 7.649438;
189, 40.399904 46.834935 41. 27. 13.399904 5.834935 3.241631 7.444391;
190, 39.4866 46.822433 41. 28. 11.4866 5.822433 3.234685 6.381444;
191, 38.790174 46.75142 42. 28. 10.790174 4.75142 2.639678 5.994541;
192, 38.168994 46.680884 42. 28. 10.168994 4.680884 2.600491 5.649441;
193, 37.765397 46.350156 42. 28. 9.765397 4.350156 2.416753 5.42522;
194, 37.221655 45.895174 42. 29. 8.221655 3.895174 2.163985 4.567586;
195, 36.747471 45.190351 42. 29. 7.747471 3.190351 1.772417 4.304151;
196, 36.086449 44.371782 42. 29. 7.086449 2.371782 1.317657 3.936916;
197, 35.294262 43.879139 43. 29. 6.294262 0.879139 0.48841 3.496812;
198, 34.782324 43.3986 43. 30. 4.782324 0.3986 0.221444 2.656847;
199, 34.824489 43.037743 43. 30. 4.824489 0.037743 0.020968 2.680272;
200, 34.434472 42.325708 43. 30. 4.434472 0.674292 0.374607 2.463596;
201, 35.10838 42.082993 43. 30. 5.10838 0.917007 0.509448 2.837989;
202, 35.668589 41.961674 43. 31. 4.668589 1.038326 0.576848 2.593661;
203, 35.883741 41.597885 44. 31. 4.883741 2.402115 1.334508 2.713189;
204, 35.917546 41.712154 44. 31. 4.917546 2.287846 1.271026 2.73197;
205, 35.841862 41.712154 44. 31. 4.841862 2.287846 1.271026 2.689923;
206, 36.123415 41.640708 44. 32. 4.123415 2.359292 1.310718 2.290786;
207, 36.143731 41.583412 44. 32. 4.143731 2.416588 1.342549 2.302073;
208, 36.478997 41.633539 45. 32. 4.478997 3.366461 1.870256 2.488332;
209, 36.832765 41.75569 45. 32. 4.832765 3.24431 1.802395 2.684869;
210, 37.222997 41.929136 45. 33. 4.222997 3.070864 1.706036 2.34611;
211, 37.500719 41.922545 45. 33. 4.500719 3.077455 1.709697 2.5004;
212, 38.313091 42.156111 45. 33. 5.313091 2.843889 1.579938 2.951717;
213, 38.789502 42.338437 45. 33. 5.789502 2.661563 1.478646 3.21639;
214, 39.263505 42.326894 46. 34. 5.263505 3.673106 2.040614 2.924169;
215, 39.75877 42.261853 46. 35. 4.75877 3.738147 2.076748 2.643761;
216, 39.840557 42.137595 46. 35. 4.840557 3.862405 2.145781 2.689199;
217, 39.817286 42.255897 46. 36. 3.817286 3.744103 2.080057 2.120714;
218, 39.664391 42.445517 46. 37. 2.664391 3.554483 1.974713 1.480217;
219, 39.664391 42.575243 46. 37. 2.664391 3.424757 1.902643 1.480217;
220, 39.664391 42.639904 46. 38. 1.664391 3.360096 1.86672 0.924662;
221, 39.793804 42.699452 46. 38. 1.793804 3.300548 1.833638 0.996558;
222, 39.605812 42.645007 46. 39. 0.605812 3.354993 1.863885 0.336562;
223, 39.664391 42.704432 46. 40. 0.335609 3.295568 1.830871 0.18645;
224, 39.664391 42.704432 46. 40. 0.335609 3.295568 1.830871 0.18645;
225, 39.593584 42.704432 46. 41. 1.406416 3.295568 1.830871 0.781342;
226, 39.593584 42.704432 46. 42. 2.406416 3.295568 1.830871 1.336898;
227, 39.547378 42.456572 46. 42. 2.452622 3.543428 1.968571 1.362568;
228, 39.898982 42.3918 46. 43. 3.101018 3.6082 2.004555 1.722788;
229, 40.236358 42.321085 46. 44. 3.763642 3.678915 2.043842 2.090912;
230, 40.709252 42.118836 46. 44. 3.290748 3.881164 2.156202 1.828194;
231, 41.177456 42.046634 46. 45. 3.822544 3.953366 2.196314 2.123636;
232, 41.633539 42.09983 46. 46. 4.366461 3.90017 2.166761 2.425811;
233, 41.82017 42.153383 46. 46. 4.17983 3.846617 2.137009 2.322128;
234, 41.940331 42.273689 46. 47. 5.059669 3.726311 2.070173 2.810927;
235, 42.140766 42.207298 46. 47. 4.859234 3.792702 2.107057 2.699574;
236, 42.334051 42.201101 46. 48. 5.665949 3.798899 2.110499 3.147749;
237, 42.466441 42.201101 46. 49. 6.533559 3.798899 2.110499 3.629755;
238, 42.785245 42.255481 46. 49. 6.214755 3.744519 2.080289 3.452642;
239, 42.916288 42.188626 46. 50. 7.083712 3.811374 2.11743 3.935396;
240, 43.35982 42.304208 46. 51. 7.64018 3.695792 2.053218 4.244544;
241, 43.866825 42.420852 46. 51. 7.133175 3.579148 1.988415 3.962875;
242, 44.435219 42.538575 46. 52. 7.564781 3.461425 1.923014 4.202656;
243, 44.937382 42.657388 46. 53. 8.062618 3.342612 1.857007 4.479232;
244, 45.499297 42.912695 46. 53. 7.500703 3.087305 1.715169 4.167057;
245, 46.248077 43.359676 46. 54. 7.751923 2.640324 1.466847 4.306624;
246, 46.99643 43.812009 46. 55. 8.00357 2.187991 1.215551 4.446428;
247, 47.489553 43.871492 46. 55. 7.510447 2.128508 1.182504 4.172471;
248, 48.40277 44.198713 46. 56. 7.59723 1.801287 1.000715 4.220683;
249, 49.95123 44.458212 46. 56. 6.04877 1.541788 0.856549 3.360428;
250, 51.41953 44.451732 46. 57. 5.58047 1.548268 0.860149 3.100261;
251, 52.831257 44.304697 46. 58. 5.168743 1.695303 0.941835 2.871524;
252, 54.661101 44.503023 46. 58. 3.338899 1.496977 0.831654 1.854944;
253, 56.243206 44.855314 46. 59. 2.756794 1.144686 0.635937 1.531552;
254, 57.668125 45.07374 46. 59. 1.331875 0.92626 0.514589 0.739931;
255, 58.729138 45.074896 46. 58. 0.729138 0.925104 0.513946 0.405077;
256, 59.499256 45.075888 46. 57. 2.499256 0.924112 0.513395 1.388476;
257, 60.529894 45.385565 46. 55. 5.529894 0.614435 0.341353 3.072163;
258, 61.225821 45.624452 46. 54. 7.225821 0.375548 0.208638 4.014345;
259, 62.012165 46.107791 46. 52. 10.012165 0.107791 0.059884 5.562314;
260, 62.657073 46.677639 46. 51. 11.657073 0.677639 0.376466 6.476152;
261, 63.095924 47.252044 46. 50. 13.095924 1.252044 0.69558 7.275514;
262, 63.401006 47.587879 46. 48. 15.401006 1.587879 0.882155 8.556114;
263, 63.502795 47.672404 46. 47. 16.502795 1.672404 0.929113 9.168219;
264, 63.604965 47.91907 46. 46. 17.604965 1.91907 1.06615 9.780536;
265, 63.674536 48.328346 46. 44. 19.674536 2.328346 1.293526 10.930298;
266, 63.606493 48.404518 46. 43. 20.606493 2.404518 1.335843 11.448051;
267, 63.469423 48.631673 46. 42. 21.469423 2.631673 1.462041 11.927457;
268, 63.26185 48.696556 46. 40. 23.26185 2.696556 1.498087 12.92325;
269, 63.296218 48.856801 46. 39. 24.296218 2.856801 1.587112 13.497899;
270, 63.331027 48.856801 46. 38. 25.331027 2.856801 1.587112 14.072793;
271, 63.400392 48.856801 46. 36. 27.400392 2.856801 1.587112 15.22244;
272, 63.538433 48.942421 46. 35. 28.538433 2.942421 1.634678 15.854685;
273, 63.434949 48.781982 46. 34. 29.434949 2.781982 1.545546 16.352749;
274, 63.503814 48.556181 46. 32. 31.503814 2.556181 1.420101 17.502119;
275, 62.953772 47.886419 46. 31. 31.953772 1.886419 1.04801 17.752095;
276, 62.363802 47.544804 46. 30. 32.363802 1.544804 0.858225 17.97989;
277, 62.118832 47.606147 46. 28. 34.118832 1.606147 0.892304 18.954907;
278, 61.451623 47.340487 46. 27. 34.451623 1.340487 0.744715 19.13979;
279, 60.983416 47.321531 46. 25. 35.983416 1.321531 0.734184 19.990786;
280, 60.762148 47.389152 46. 24. 36.762148 1.389152 0.771751 20.423415;
281, 59.999905 47.059015 46. 23. 36.999905 1.059015 0.588342 20.555503;
282, 59.389749 46.662471 46. 21. 38.389749 0.662471 0.36804 21.327638;
